,NAME,ABB_NAME,ADDRESS,ZIPCODE,LONG_CEN,LAT_CEN,DISTRICT,WEBSITE,Private
352,Showalter Middle School,Showalter Middle School,4628 S 144th St,98168,-122.27495795,47.4748281,TUKWILA,http://www.tukwila.wednet.edu/index.php?option=com_content&task=view&id=31&Itemid=97,No
353,Denny Middle School,Denny Middle School,8402 30th Ave SW,98126,-122.37043962,47.52723044,SEATTLE,http://www.seattleschools.org/schools/denny/,No
354,Lakeview School-Kirkland,Lakeview School in Kirkland,10400 NE 68th St,98033,-122.20017048,47.66724289,LAKE WASHINGTON,http://schools.lwsd.org/lakeview/,No
355,Hazelwood School in Auburn,Hazelwood School in Auburn,11815 SE 304th St,98092,-122.18363249,47.32909013,AUBURN,http://www.auburn.wednet.edu/homepages/hzlwood/default.htm,No
356,Star Lake School,Star Lake School,4014 S 270th St,98032,-122.28264747,47.36026856,FEDERAL WAY,http://schools.fwps.org/star/,No
357,Cascade View School,Cascade View School,13601 32nd Ave S,98168,-122.29231954,47.48148283,TUKWILA,http://cascade.rentonschools.us/Home.aspx,No
358,Highlands School,Highlands School,2720 NE 7th St,98056,-122.18233959,47.49549479,RENTON,http://www.renton.wednet.edu/schools/high.htm,No
359,Tyee Middle School,Tyee Middle School,13630 Allen Rd,98006,-122.15817925,47.57320565,BELLEVUE,http://www.bsd405.org/Default.aspx?alias=www.bsd405.org/tyee,No
360,Auburn Riverside High School,Auburn Riverside High School,501 Oravetz Rd,98002,-122.2221845,47.26776072,AUBURN,http://www.auburn.wednet.edu/homepages/arhs/default.htm,No
361,Tyee High School,Tyee High School,4424 S 188th St,98188,-122.27739873,47.43553487,HIGHLINE,http://www.hsd401.org/ourschools/highschools/global/,No
362,View Ridge School,View Ridge School,7047 50th Ave NE,98115,-122.27618158,47.68063804,SEATTLE,http://www.seattleschools.org/schools/viewridge/,No
363,Todd Beamer High School,Todd Beamer High School,35999 16th Ave S,98003,-122.31437686,47.27746936,FEDERAL WAY,http://schools.fwps.org/tbhs/,No
364,Discovery School,Discovery School,2300 228th Ave SE,98075,-122.03385782,47.58923584,ISSAQUAH,http://www.discovery.issaquah.wednet.edu/,No
365,Opstad School,Opstad School,1345 Stilson Ave SE,98045,-121.76698582,47.48034663,SNOQUALMIE VALLEY,http://oes.svsd410.org/,No
366,Westwood School,Westwood School,21200 SE 416th St,98022,-122.05798346,47.22894703,ENUMCLAW,http://www.enumclaw.wednet.edu/schools/westwood/default.aspx,No
367,Lakota Jr High School,Lakota Jr High School,1415 SW 314th St,98023,-122.35411625,47.32015945,FEDERAL WAY,http://schools.fwps.org/lakota/,No
368,Garfield High School,Garfield High School,400 23rd Ave E,98122,-122.30182834,47.60512747,SEATTLE,http://ghs.seattleschools.org/,No
369,Shoreline Community College,Shoreline CC,16101 Greenwood Ave N,98133,-122.35924376,47.74776997,SHORELINE,http://www.shoreline.edu/,No
370,Cougar Ridge School,Cougar Ridge School,4630 167th Ave SE,98006,-122.11682086,47.56181337,ISSAQUAH,http://www.issaquah.wednet.edu/schools/School.aspx?loc=cougar&dord=204,No
371,Fairview Christian School,Fairview Christian School,NE 78th St & Roosevelt Way NE,98115,-122.31849538,47.68565844,SEATTLE,http://www.fairviewministries.net/172239.ihtml,No
372,Pine Tree School,Pine Tree School,27825 118th Ave SE,98030,-122.18497941,47.35204108,KENT,http://www.kent.k12.wa.us/ksd/PT/,No
373,Kirkland Jr High School,Kirkland Jr High School,430 18th Ave,98033,-122.20103034,47.6900523,LAKE WASHINGTON,http://schools.lwsd.org/kijh/,No
374,Woodin School,Woodin School,12950 NE 195th St,98011,-122.16750684,47.76804154,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=36,No
375,Ingraham High School,Ingraham High School,1819 N 135th St,98133,-122.33790621,47.72623013,SEATTLE,http://ingrahamhigh.org/,No
376,Nautilus School,Nautilus School,1000 S 289th St,98003,-122.3222526,47.34199004,FEDERAL WAY,http://schools.fwps.org/nautilus/,No
377,Green River Community College,Green River CC,12401 SE 320th St,98092,-122.17572242,47.31357248,AUBURN,http://www.greenriver.edu/about/,No
378,Parkside School,Parkside School,2104 S 247th St,98198,-122.30578676,47.38102815,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/parkside/,No
379,Lakeside Middle School,Lakeside Middle School,13510 1st Ave NE,98125,-122.32767887,47.72798362,SEATTLE,http://www.lakesideschool.org/,No
380,Norman Rockwell School,Norman Rockwell School,11125 162nd Ave NE,98052,-122.12465257,47.69935066,LAKE WASHINGTON,http://schools.lwsd.org/rockwell/,No
381,Adelaide School,Adelaide School,1635 SW 304th St,98023,-122.35666622,47.32903774,FEDERAL WAY,http://www.fwps.org/info/schools/profiles/elementary/adelaide.html,No
382,Covington School,Covington School,17070 SE Wax Rd,98042,-122.11393753,47.3538545,KENT,http://www.kent.k12.wa.us/ksd/CO/,No
383,Cherry Crest School,Cherry Crest School,12400 NE 32nd St,98005,-122.17370352,47.64036436,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=115,No
384,Mark Twain School-Des Moines,Mark Twain School in Des Moines,2450 S Star Lake Rd,98003,-122.2988385,47.35635208,FEDERAL WAY,http://schools.fwps.org/twain/,No
385,Chrysalis High School,Chrysalis High School,18720 142nd Ave NE,98072,-122.14905731,47.75606,NORTHSHORE,http://www.chrysalis-school.com/,No
386,West Woodland School,West Woodland School,5634 5th Ave NW,98107,-122.36224225,47.67017527,SEATTLE,http://www.westwoodland.org/,No
387,Audubon School,Audubon School,3045 180th Ave NE,98052,-122.1015253,47.63735215,LAKE WASHINGTON,http://publicportal.lwsd.org/schools/audubon/default.aspx,No
388,Tiger Mountain Community High School,Tiger Mountain Community High School,355 SE Evans Ln,98027,-122.03091918,47.52496632,ISSAQUAH,http://www.tmch.issaquah.wednet.edu/,No
389,Woodinville High School,Woodinville High School,19819 136th Ave NE,98072,-122.16218213,47.77108763,NORTHSHORE,http://schoolcenter.nsd.org/education/components/scrapbook/default.php?sectionid=37,No
390,Tiffany Park School,Tiffany Park School,1601 Lake Youngs Way SE,98058,-122.17855522,47.46519697,RENTON,http://tiffanypark.rentonschools.us/,No
391,Christian Faith School,Christian Faith School,33645 20th Ave S,98003,-122.3087308,47.29885637,FEDERAL WAY,http://www.christianfaithschool.com/,No
392,Ridgecrest School,Ridgecrest School,16516 10th Ave NE,98155,-122.31765663,47.74914128,SHORELINE,http://schools.shorelineschools.org/ridgecrest/,No
393,Aviation High School,Aviation High School,615 S 200th ST,98198,-122.32615681,47.42196899,HIGHLINE,http://www.highlineschools.org/aviation/Pages/Home.aspx,No
394,Carriage Crest School,Carriage Crest School,18235 140th Ave SE,98058,-122.15711381,47.43802008,KENT,http://teacher.kent.k12.wa.us/carriagecrest/cc/index.php,No
395,Franz Coe School,Coe School,2424 7th Ave W,98119,-122.36560068,47.64051423,SEATTLE,http://www.seattleschools.org/schools/coe/,No
396,Interlake High School,Interlake High School,16245 NE 24th St,98008,-122.12411873,47.62936182,BELLEVUE,http://schools.bsd405.org/ihs/,No
397,Whittier School,Whittier School,7501 13th Ave NW,98117,-122.37307678,47.68358812,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&ElementarySel=282&AlternativeSel=heading&ElementaryBtn.x=11&ElementaryBtn.y=7,No
398,Saghalie Junior High School,Saghalie Junior High School,33914 19th Ave SW,98023,-122.35499934,47.29757266,FEDERAL WAY,http://schools.fwps.org/saghalie/,No
399,Stanford High School,Stanford High School,19315 NE 95th St,98053,-122.08183703,47.68472142, ,none,No
400,Kentlake High School,Kentlake High School,21401 SE Falcon Way,98042,-122.05726561,47.33128004,KENT,http://www.kent.k12.wa.us/ksd/KL/,No
401,Millennium School,Millennium,11919 SE 270th ST,98030,-122.18102843,47.3588934,KENT,http://www.kent.k12.wa.us/ksd/ML/,No
402,Colonial Christian School,Colonial Christian School,1232 SW Dash Point Rd,98023,-122.35121284,47.32775258,FEDERAL WAY,none,No
403,St Benedict School,St Benedict School,4811 Wallingford Ave N,98103,-122.33676776,47.66379915,SEATTLE,http://www.stbens.net/default.shtml,No
404,Lakeland School,Lakeland School,35675 32nd Ave S,98003,-122.29296233,47.27952077,FEDERAL WAY,http://schools.fwps.org/lakeland/,No
405,Beacon Hill School,Beacon Hill School,2025 14th Ave S,98144,-122.31510668,47.58546734,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&ElementarySel=205&AlternativeSel=heading&ElementaryBtn.x=10&ElementaryBtn.y=8,No
406,Holy Names Academy,Holy Names Academy,728 21st Ave E,98112,-122.30429584,47.62644203,SEATTLE,http://www.holynames-sea.org/,No
407,Odle Middle School,Odle Middle School,14401 NE 8th St,98007,-122.14996515,47.61562302,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=127,No
408,St Thomas School,St Thomas School,84th Ave NE & NE 112th,98039,-122.2286871,47.62151374,BELLEVUE,http://www.stthomasschool.org/,No
409,Cascade School,Cascade School,16022 116th Ave SE,98058,-122.18517098,47.45862894,RENTON,http://cascade.rentonschools.us/Home.aspx,No
410,Rainier View School-Federal Way,Rainier View School in Federal Way,3015 S 368th St,98003,-122.29445226,47.27109387,FEDERAL WAY,http://schools.fwps.org/rainierview/,No
411,Kimball School,Kimball School,3200 23rd Ave S,98144,-122.30258084,47.57449411,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=012&MiddleSel=heading&ElementarySel=288&AlternativeSel=heading&ElementaryBtn.x=8&ElementaryBtn.y=9,No
412,John Rogers School,John Rogers School,4030 NE 109th St,98125,-122.28461195,47.70707304,SEATTLE,http://www.seattleschools.org/schools/rogers/,No
413,University Development School,University Development School,5062 9th Ave NE,98105,-122.31807102,47.6666534,SEATTLE,http://www.ucds.org/main_explore_page.html,No
414,Hazelwood School in Newcastle,Hazelwood School in Newcastle,7100 116th Ave SE,98056,-122.18422315,47.53803683,RENTON,http://hazelwood.rentonschools.us/Home?,No
415,St Louise School,St Louise School,133 156th Ave SE,98007,-122.13285743,47.60849449,BELLEVUE,http://63.229.15.212/index2.htm,No
416,Holy Family School-Seattle,Holy Family School in Seattle,9615 20th Ave SW,98106,-122.35946605,47.51697387,SEATTLE,http://www.hfseattle.org/,No
417,Our Lady of Fatima School,Our Lady of Fatima School,3301 W Dravus St,98199,-122.40002302,47.64831598,SEATTLE,http://www.olfatima.org/,No
418,Columbia School,Columbia School,3528 S Ferdinand St,98118,-122.28711547,47.558179,SEATTLE,http://www.superpages.com/bp/Seattle-WA/Columbia-Elementary-School-L2165304218.htm,No
419,East Ridge School,East Ridge School,22150 NE 156th Pl,98077,-122.04304864,47.74143457,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=14,No
420,Somerset School,Sunset School/ Puesta del sol School,14100 Somerset Blvd SE,98006,-122.151788,47.56291928,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=133,No
421,Nathan Hale High School,Nathan Hale High School,10750 30th Ave NE,98125,-122.29472854,47.70803937,SEATTLE,http://www.seattleschools.org/schools/hale/,No
422,Bellevue High School,Bellevue High School,10416 SE Kilmarnock St,98004,-122.19769042,47.6049061,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=70,No
423,Kent West Cont High School,Kent West Cont High School,22420 Military Rd S,98198,-122.28770475,47.40013252,KENT,http://washington.schooltree.org/public/Kent-Junior-High-092580.html,No
424,Chinook Middle School-Bellevue,Chinook Middle School in Bellevue,2001 98th Ave NE,98004,-122.210755,47.62784281,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=116,No
425,Shorewood School,Shorewood School,2725 SW 116th St,98146,-122.3678249,47.49825846,HIGHLINE,http://schools.publicschoolsreport.com/Washington/Burien/ShorewoodElementary.html,No
426,"Mercer, Asa Middle School","Mercer, Asa Middle School",1600 S Columbian Way,98108,-122.31208508,47.56413087,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?sid=110,No
427,Meridian Jr High School,Meridian Jr High School,23480 120th Ave SE,98031,-122.18034314,47.3912027,KENT,http://www.kent.k12.wa.us/ksd/MJ/,No
428,Ilalko School,Ilalko School,202 Oravetz Rd,98092,-122.22748066,47.2639688,AUBURN,http://www.auburn.wednet.edu/Ilalko/default.htm,No
429,Lake Washington High School,Lake Washington High School,12033 NE 80th St,98033,-122.18086729,47.67342291,LAKE WASHINGTON,http://schools.lwsd.org/lwhs/,No
430,Skyline High School,Skyline High School,1122 228th Ave SE,98075,-122.03141007,47.60003346,ISSAQUAH,http://www.shs.issaquah.wednet.edu/,No
431,Tolt Middle School,Tolt Middle School,3740 Tolt Ave,98014,-121.91432624,47.6424219,RIVERVIEW,http://www.tms.riverview.wednet.edu/,No
432,Gatewood School,Gatewood School,4320 SE Myrtle St,98136,-122.38850021,47.5402491,SEATTLE,http://www.gatewoodelementary.org/,No
433,Our Lady of Lourdes School,Our Lady of Lourdes School,10243 12th Ave S,98168,-122.31852233,47.51087048,HIGHLINE,http://www.seattlearchdiocese.org/Directory/ParishDetail.aspx?ID=73,No
434,Dick Scobee School,Dick Scobee School,1031 14th St NE,98002,-122.21736263,47.32081863,AUBURN,http://www.auburn.wednet.edu/homepages/dscobee/default.htm,No
435,Sherwood Forest School-Bellevue,Sherwood Forest School in Bellevue,16411 NE 24th St,98008,-122.12082188,47.6305875,BELLEVUE,http://www.bsd405.org/default.aspx?tabid=132,No
436,Seattle Central College,Seattle Ctrl Coll,1701 Broadway,98122,-122.32135459,47.61676578,SEATTLE,http://www.seattlecentral.org/,No
437,Sacred Heart School,Sacred Heart School,9450 NE 14th St,98004,-122.21225906,47.62416787,BELLEVUE,http://sacredheart.org/School/,No
438,Forest Ridge School of the Sacred Heart,Forest Ridge High School,4800 139th Ave SE,98006,-122.15537711,47.5591199,BELLEVUE,http://www.forestridge.org/,No
439,Thorndyke School,Thorndyke School,4415 S 150th St,98188,-122.27664485,47.46837468,TUKWILA,http://www.tukwila.wednet.edu/index.php?option=com_content&task=view&id=218&Itemid=465,No
440,Bow Lake School,Bow Lake School,18237 42nd Ave S,98148,-122.2824859,47.43915745,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/bowlake/,No
441,Horizon School,Horizon School,27641 144th Ave SE,98042,-122.15194315,47.35378101,KENT,http://www.kent.k12.wa.us/ksd/HE/,No
442,Cleveland High School,Cleveland High School,5511 15th Ave S,98108,-122.31391182,47.55229881,SEATTLE,http://www.cleveland.seattleschools.org/default.aspx,No
443,Byron Kibler School,Byron Kibler School,2057 Kibler Ave,98022,-121.99658001,47.21056759,ENUMCLAW,http://www.enumclaw.wednet.edu/schools/byronkibler/default.aspx,No
444,Seattle Country Day School,Seattle Country Day School,2619 4th Ave N,98109,-122.35090115,47.6434389,SEATTLE,http://www.seattlecountryday.org/,No
445,Hilltop School,Hilltop School,12250 24th Ave S,98168,-122.30119246,47.49283448,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/hilltop/,No
446,Benjamin Rush School,Benjamin Rush School,6101 152nd Ave NE,98052,-122.13831154,47.6621098,LAKE WASHINGTON,http://schools.lwsd.org/rush/,No
447,Rainier Valley Christian School,Rainier Valley Christian School,7930 Rainier Ave S,98118,-122.26952482,47.53082767,SEATTLE,none,No
448,Viewlands School,Viewlands School,10525 3rd Ave NW,98177,-122.36117726,47.70601453,SEATTLE,http://www.seattleschools.org/area/cac/schoolprofiles/viewlands.pdf,No
449,Alpac School,Alpac School,310 Milwaukee Blvd,98047,-122.24900144,47.27098857,AUBURN,http://www.auburn.wednet.edu/homepages/alpac/default.htm,No
450,Montessori of Kirkland School,Montessori of Kirkland School,13406 NE 80th St,98033,-122.20592098,47.68137162,LAKE WASHINGTON,http://www.kirklandmontessori.com/,No
451,Ballard High School,Ballard High School,1418 NW 65th St,98117,-122.37544422,47.67670585,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=011&MiddleSel=heading&K8Sel=heading&ElementarySel=heading&AlternativeSel=heading&HighBtn.x=12&HighBtn.y=2,No
452,Hazel Valley School,Hazel Valley School,402 SW 132nd St,98146,-122.34065787,47.48565486,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/hazel/,No
453,Arbor Heights School,Arbor Heights School,3701 SW 104th St,98146,-122.37758994,47.50969854,SEATTLE,http://www.halcyon.com/arborhts/arborhts.html,No
454,Foster High School,Foster High School,4242 S 144th St,98168,-122.2806058,47.4750352,TUKWILA,http://www.tukwila.wednet.edu/index.php?option=com_content&task=view&id=36&Itemid=171,No
455,City University-North Seattle,City University North Seattle,2150 N 107th St,98133,-122.33193762,47.70747434,SHORELINE,http://www.cityu.edu/locations/nseattle.htm,No
456,Sierra Heights School,Sierra Heights School,2501 Union Ave NE,98056,-122.16591429,47.51426305,RENTON,http://www.renton.wednet.edu/schools/sh.htm,No
457,Chrysalis School,Chrysalis School,18720 142nd Ave NE,98072,-122.14923573,47.76309742,NORTHSHORE,http://www.chrysalis-school.com/,No
458,Cedarcrest High School,Cedarcrest High School,29000 NE 150th St,98019,-121.95247824,47.73563008,RIVERVIEW,http://www.chs.riverview.wednet.edu/,No
459,Kamiakin Jr High School,Kamiakin Jr High School,14111 132nd Ave NE,98034,-122.16494367,47.7273017,LAKE WASHINGTON,http://schools.lwsd.org/kajh/,No
460,Kenmore Jr High School,Kenmore Jr High School,20323 66th Ave NE,98028,-122.25402278,47.77619381,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectionid=21,No
461,Kent View Christian School,Kent View Christian School,930 E James St,98030,-122.22214434,47.38619182,KENT,none,No
462,John F Kennedy Private High School,John F Kennedy Private High School,140 S 140th St,98168,-122.33195938,47.47840413,HIGHLINE,http://www.kennedyhs.org/,No
463,West Seattle Montessori School,West Seattle Montessori School,4536 38th Ave SW,98126,-122.37973813,47.56176944,SEATTLE,http://www.westseattlemontessori.com/,No
464,Buena Vista SDA School,Buena Vista SDA School,3320 Academy Dr SE,98092,-122.15717639,47.28065479,AUBURN,http://www.bvsda.org/,No
465,Redmond Jr High School,Redmond Jr High School,10055 166th Ave NE,98052,-122.11979013,47.69169687,LAKE WASHINGTON,http://www.lwsd.org/school/rjh/Pages/default.aspx,No
466,Albert Einstein Middle School,Albert Einstein Middle School,325 NW 195th St,98177,-122.36299306,47.76965671,SHORELINE,http://www.shorelineschools.org/schools/profiles/einstein.php,No
467,Black Diamond School,Black Diamond School,25314 Baker St,98010,-122.00498512,47.30983739,ENUMCLAW,tp://www.enumclaw.wednet.edu/schools/blackdiamond/default.aspx,No
468,Decatur School,Decatur School,7711 43rd Ave NE,98115,-122.28282497,47.68557142,SEATTLE,http://www.seattleschools.org/schools/ae2/,No
469,Lea Hill School,Lea Hill School,30908 124th Ave SE,98092,-122.17540351,47.32499609,AUBURN,http://www.auburn.wednet.edu/homepages/leahill/default.htm,No
470,Redmond Christian Jr High School,Redmond Christian Jr High School,2315 173rd Ave NE,98052,-122.10981983,47.63043977,LAKE WASHINGTON,none,No
471,Hawthorne School,Hawthorne School,4100 39th Ave S,98118,-122.2833881,47.56590326,SEATTLE,http://www.seattleschools.org/schools/hawthorne/,No
472,Newport Heights School,Newport Heights School,5225 119th Ave SE,98006,-122.17091932,47.55216786,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=126,No
473,Salmon Bay School K-8,Salmon Bay,1810 NW 65th ST,98117,-122.38051329,47.67688991,SEATTLE,http://www.salmonbay.seattleschools.org/,No
474,Sawyer Woods School,Sawyer Woods,31135 228th Ave SE,98042,-122.04018473,47.32350944,KENT,http://www.kent.k12.wa.us/ksd/SW/,No
475,Aldercrest Learning Center,Aldercrest Learning Center,2545 NE 200th St,98155,-122.30069411,47.77308154,SHORELINE,http://friendsofaldercrest.org/,No
476,Blackwell School,Blackwell,3225 205th PL NE,98074,-122.06703954,47.63872982,LAKE WASHINGTON,http://schools.lwsd.org/blackwell/,No
477,New School at South Shore,New,8825 Rainier Ave S,98118,-122.27147232,47.52412139,SEATTLE,http://www.seattleschools.org/schools/southshore/,No
478,International Community School,International Community,11133 NE 65th St,98033,-122.19111779,47.66380085,LAKE WASHINGTON,http://schools.lwsd.org/ics/,No
479,Stadium/Athletic Office,Stadium/Athletic Office,401 5th Ave N,98109,-122.34988309,47.62286884,SEATTLE,http://www.seattleschools.org/area/main/index.dxml,No
480,Sartori Education Center,Sartori Education Center,315 Garden Ave N,98057,-122.20089951,47.48764039,RENTON,http://sartori.rentonschools.us/,No
481,Northwood Middle School,Northwood,17007 SE 184th St,98058,-122.11407615,47.43651219,KENT,http://www.kent.k12.wa.us/ksd/NW/,No
482,Hillcrest Building,Hillcrest Bldg,18645 101st,98011,-122.20617165,47.76361413,NORTHSHORE,none,No
483,The Center School,The Center,305 Harrison St,98109,-122.35085918,47.62140721,SEATTLE,http://www.seattleschools.org/schools/thecenterschool/,No
484,Support Services Bldg,Support Services Bldg,18510 98th Ave,98011,-122.20881299,47.76205113,NORTHSHORE,http://schoolcenter.nsd.org/education/school/school.php?sectiondetailid=326&sc_id=1177947318,No
485,Ricketts Building,Ricketts,18315 Bothell Way NE,98011,-122.20816678,47.76137052,NORTHSHORE,http://www.northshorecoop.org/,No
486,Sequoyah Middle School,Sequoyah,3425 S 360th St,98001,-122.2884046,47.27793727,FEDERAL WAY,http://schools.fwps.org/sequoyah/,No
487,Security,Security,15820 6th Ave SW,98166,-122.3413579,47.4611715,HIGHLINE,http://www.hsd401.org/directory/safety/,No
488,Kelsey Creek Home School Center,Kelsey Creek Home School Center,301 151st Pl NE,98006,-122.13873344,47.61226128,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=122,No
489,Auburn Adminstrative Annex,Auburn Administrative Annex,502 4th St NE,98002,-122.22267978,47.31064554,AUBURN,http://www.auburn.wednet.edu/businessdept/index.htm,No
490,Woodridge School at Bellwood,Woodridge (at Bellwood),301 151st Pl NE,98007,-122.13873509,47.61225911,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=166,No
491,University Prep Academy,University Prep Academy,8000 25th Ave NE,98115,-122.30039178,47.68698126,SEATTLE,http://www.universityprep.org/,No
492,Childrens Institute for Learning,Children's Institute for Learning,4030 86th Ave SE,98040,-122.22324001,47.57372181,MERCER ISLAND,http://www.childrensinstitute.com/,No
493,Woodinville Montessori School,Woodinville Montessori,13965 NE 166th St,98072,-122.15116053,47.7479013,NORTHSHORE,http://www.woodinvillemontessori.org/QuickPlace/wms/Main.nsf/h_5BEEF17D76565C028525738400618358/c95b6b02c59d3ff58525738400634dd1/?OpenDocument,No
494,Transportation Bldg/Garage,Transportation Bldg/Garage,18421 98th Ave,98011,-122.21000785,47.76193636,NORTHSHORE,http://schoolcenter.nsd.org/education/dept/dept.php?sectionid=3272,No
495,Lake Hills School,Lake Hills School,14310 SE 12th St,98007,-122.149017,47.60114966,BELLEVUE,http://www.bsd405.org/Default.aspx?tabid=123,No
496,Cedarhurst Site,Cedarhurst,611 S 132ND ST,98168,-122.32470021,47.48453904,HIGHLINE,http://web.mac.com/hmricarte/iWeb/Cedarhurst/Home/Home.html,No
497,Valley View School,Valley View School,17622 46th Ave S,98188,-122.27531285,47.44441834,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/valley/,No
498,Eagle Rock Multi-age Program,Eagle Rock Multi-age Program,29300 NE 150TH ST,98019,-121.94910443,47.73490147,RIVERVIEW,http://www.riverview.wednet.edu/erma/,No
499,Issaquah Middle School,Issaquah Middle School,400 1st Ave SE,98027,-122.03486977,47.52622148,ISSAQUAH,http://www.ims.issaquah.wednet.edu/,No
500,Wedgewood Elementary School,Wedgewood,2720 NE 85TH ST,98115,-122.2971165,47.6905486,SEATTLE,http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&K8Sel=heading&ElementarySel=279&AlternativeSel=heading&ElementaryBtn.x=6&ElementaryBtn.y=8,No
501,Campbell Hill School,Campbell Hill School,6418 S 124th St,98178,-122.25328142,47.49245078,RENTON,http://campbellhill.rentonschools.us/,No
502,Newcastle School,Newcastle,8400 136th Ave SE,98059,-122.15998754,47.52552237,ISSAQUAH,http://www.newcastle.issaquah.wednet.edu/,No
503,Lake Washington Individual Progress Ctr,Lake Washington Individual Progress,19315 NE 95th ST,98053,-122.08183703,47.68472142,LAKE WASHINGTON,none,No
504,Waldorf High School Campus,Waldorf High,7777 62nd Ave NE,98115,-122.26493862,47.68779105,SEATTLE,http://privateschool.about.com/gi/o.htm?zi=1/XJ&zTi=1&sdn=privateschool&cdn=education&tm=58&gps=122_766_1001_685&f=00&su=p897.6.336.ip_&tt=29&bt=0&bts=0&zu=http%3A//www.seattlewaldorf.org/,No
505,Seattle Evening School,Seattle Evening School,4400 Interlake Ave N,98115,-122.33989752,47.65991948,SEATTLE,http://district.seattleschools.org/modules/cms/pages.phtml?pageid=197023,No
506,Bellevue Christian School,Bellevue Christian School,17110 140th Ave NE,98072,-122.15174922,47.75231486,NORTHSHORE,http://www.bellevuechristian.org/,No
507,Madrona School-32ndAve S,MADRONA,20301 32nd Ave S,98198,-122.29310061,47.42013073,HIGHLINE,http://www.hsd401.org/ourschools/elementaryschools/madrona/,No
508,Lake Dolloff School,Lake Dolloff School,4200 S 308th St,98001,-122.28117858,47.32634671,FEDERAL WAY,http://schools.fwps.org/lakedolloff/,No
509,Cedar Heights Jr High,Cedar Heights,19640 SE 272nd ST,98042,-122.07911142,47.35936641,KENT,http://www.kent.k12.wa.us/ksd/CH/,No
510,Maple Hills School,Maple Hills School,15644 204th Ave SE,98059,-122.06631335,47.46219177,ISSAQUAH,http://www.maplehills.issaquah.wednet.edu/,No
511,Maintenance,Maint,23015 SE 216th Way,98038,-122.03372755,47.40732549,TAHOMA,http://www.tahoma.wednet.edu/programs/transportation/,No
512,Federal Way High School,Federal Way High School,30611 16th Ave S,98003,-122.3132833,47.32706592,FEDERAL WAY,http://schools.fwps.org/fwhs/,No
513,Martin Sortun School,Sortun Martin School,12711 SE 248th St,98030,-122.17099771,47.37833044,KENT,http://www.kent.k12.wa.us/ksd/MS/,No
514,Education Service Center,Educational Service Center,18560 1st Ave NE,98155,-122.32926128,47.76748144,SHORELINE,none,No
515,Black River High School,Black River High SChool,7800 S 132nd St,98178,-122.23621401,47.48566941,RENTON,http://blackriver.rentonschools.us/,No
516,Interagency Academy,Interagency Academy,3100 S Alaska St,98118,-122.29204024,47.56114535,SEATTLE,http://www.seattleschools.org/schools/interagency/,No
517,Kentridge High School,Kentridge High School,12430 SE 208th St,98031,-122.17396513,47.41666884,KENT,http://www.kent.k12.wa.us/ksd/KR/,No
518,Martin Luther King School,Martin Luther King,3201 E Republican St,98112,-122.29005975,47.62321971,SEATTLE,http://www.seattleschools.org/schools/mlking/index.htm,No
519,Christ the King School,Christ the King School,415 N 117th St,98133,-122.35352053,47.71388117,SEATTLE,http://www.ckseattle.org/,No
520,Transportation-8th Ave S,Transportation,17910 8th Ave S,98148,-122.32272964,47.44278285,HIGHLINE,http://www.hsd401.org/directory/transportation/,No
521,Salmon Creek School,Salmon Creek School,614 SW 120th St,98146,-122.34237988,47.4960999,HIGHLINE,http://schools.publicschoolsreport.com/Washington/Seattle/SalmonCreekElementary.html,No
522,John Stanford Center (Administration),John Stanford Center,230 S Lander St,98134,-122.33137178,47.58046422,SEATTLE,http://www.seattleschools.org/area/main/index.dxml,No
523,High Point School,High Point,6760 34th Ave SW,98126,-122.37349264,47.54176185,SEATTLE,http://washington.schooltree.org/public/High-Point-093341.html,No
524,Decatur High School,Decatur High School,2800 SW 320th St,98023,-122.36785836,47.31690721,FEDERAL WAY,http://schools.fwps.org/decatur/,No
525,Mot Site,Mot Site,1066 S 320th St,98003,-122.318949,47.31591185,FEDERAL WAY,http://www.fwps.org/dept/transportation/,No
