,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,POPULATION,COUNTY,LATITUDE,LONGITUDE,NAICS_DESC,WEBSITE,LEVEL_,ENROLLMENT,Private
179,CENTRALIA CHRISTIAN SCHOOL,1315 S TOWER,CENTRALIA,WA,98531,(360) 736-7657,145,LEWIS,46.70160719,-122.961660694,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912311,3,132,yes
180,ST JOSEPH SCHOOL,123 SW 6TH ST,CHEHALIS,WA,98532,(360) 748-0961,126,LEWIS,46.656131804,-122.961109138,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460941,1,116,yes
181,STAHLVILLE SCHOOL,33 E SNOWDEN RD,ODESSA,WA,99159,(509) 659-0108,2,ADAMS,47.150441925,-118.721209658,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504454,1,1,yes
182,CHRISTIAN HERITAGE SCHOOL,48009 IDA AVE E,EDWALL,WA,99008,(509) 236-2224,70,LINCOLN,47.500935775,-117.95041561,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912344,3,63,yes
183,SHELTON VALLEY CHRISTIAN SCHOOL,201 SHELTON VALLEY RD,SHELTON,WA,98584,(360) 426-4198,15,MASON,47.202578597,-123.137922635,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464298,1,13,yes
184,OMAK ADVENTIST CHRISTIAN SCHOOL,425 W 2ND AVE,OMAK,WA,98841,(509) 826-5341,11,OKANOGAN,48.40799977,-119.535149243,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02066977,1,10,yes
185,LIFE PREP ACADEMY,3461 COYOTE TRL,NEWPORT,WA,99156,(509) 447-3710,24,PEND OREILLE,48.184472994,-117.140591706,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9301036,3,20,yes
186,VISITATION CATHOLIC STEM ACADEMY,3306 S 58TH ST,TACOMA,WA,98409,(253) 474-6424,107,PIERCE,47.204070754,-122.479990683,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460307,1,101,yes
187,PARKLAND LUTHERAN CHURCH & SCHOOL,120 123RD ST S,TACOMA,WA,98444,(253) 537-1901,90,PIERCE,47.144421148,-122.433727644,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461752,1,84,yes
188,CONCORDIA LUTHERAN SCHOOL,202 E 56TH ST,TACOMA,WA,98404,(253) 475-9513,126,PIERCE,47.205818107,-122.427296142,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462122,1,115,yes
189,FAITH LUTHERAN SCHOOL,113 S 96TH ST,TACOMA,WA,98444,(253) 537-2696,95,PIERCE,47.170423387,-122.432035323,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462235,1,90,yes
190,TACOMA BAPTIST SCHOOLS,2052 S 64TH ST,TACOMA,WA,98409,(253) 475-7226,304,PIERCE,47.198816099,-122.466332982,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462268,3,280,yes
191,CASCADE CHRISTIAN SCHOOLS - FREDRICKSON ELEMENTARY,3425 176TH ST E,TACOMA,WA,98446,(253) 841-1776,195,PIERCE,47.097980883,-122.382957784,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02067008,1,182,yes
192,TACOMA WALDORF SCHOOL,6501 S 10TH ST,TACOMA,WA,98407,(253) 383-8711,59,PIERCE,47.243212056,-122.48023869,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303312,1,52,yes
193,LAKE TAPPS MONTESSORI,4118 W TAPPS DR E,LAKE TAPPS,WA,98391,(253) 862-6556,6,PIERCE,47.219386843,-122.193375698,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0308139,1,5,yes
194,HARBOR CHRISTIAN SCHOOLS,6509 38TH ST NW,GIG HARBOR,WA,98335,(253) 857-6242,18,PIERCE,47.317389011,-122.604719785,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503627,3,15,yes
195,ARCADIA LEARNING CENTER,6312 N 30TH ST,TACOMA,WA,98407,(253) 752-6463,13,PIERCE,47.274158645,-122.520880705,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0508333,1,4,yes
196,MONTESSORI IN MOTION,7323 27TH ST W,UNIVERSITY PLACE,WA,98466,(253) 565-3080,94,PIERCE,47.235834902,-122.535507769,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504414,1,89,yes
197,FIRST PRESBYTERIAN CHURCH SCHOOL,20 TACOMA AVE S,TACOMA,WA,98402,(253) 272-7145,94,PIERCE,47.263505642,-122.447367038,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303280,1,85,yes
198,ALL SAINTS SCHOOL,2323 54TH AVE E,FIFE,WA,98424,(253) 845-5025,265,PIERCE,47.236197115,-122.356602827,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0740156,1,251,yes
199,THE SEABURY SCHOOL,1801 53RD ST NE,TACOMA,WA,98422,(253) 925-0878,86,PIERCE,47.305034149,-122.423223716,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106860,3,76,yes
200,GIG HARBOR ACADEMY,6820 32ND ST NW,GIG HARBOR,WA,98335,(253) 265-2150,67,PIERCE,47.285033564,-122.630315316,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463512,1,59,yes
201,ST FRANCES CABRINI SCHOOL,5621 108TH ST SW,LAKEWOOD,WA,98499,(253) 584-3850,184,PIERCE,47.159829665,-122.511090123,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460329,1,172,yes
202,BELLARMINE PREPARATORY SCHOOL,2300 S WASHINGTON ST,TACOMA,WA,98405,(253) 752-7701,915,PIERCE,47.237752339,-122.484748177,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460395,2,852,yes
203,HOSANNA CHRISTIAN SCHOOL,3114 45TH ST CT NW,GIG HARBOR,WA,98335,(253) 851-8952,64,PIERCE,47.298873439,-122.581374855,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9301032,1,57,yes
204,LIGHTHOUSE CHRISTIAN SCHOOL,3008 36TH ST NW,GIG HARBOR,WA,98335,(253) 858-5962,394,PIERCE,47.289672046,-122.578933796,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504394,1,362,yes
205,ST PATRICK SCHOOL,1112 N G ST,TACOMA,WA,98403,(253) 272-2297,338,PIERCE,47.26815245,-122.463728043,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460318,1,316,yes
206,LIFE CHRISTIAN SCHOOL,1717 S UNION AVE,TACOMA,WA,98405,(253) 756-2190,526,PIERCE,47.245181781,-122.481051812,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462836,3,486,yes
207,HRRS JUAN DIEGO ACADEMY,504 S 30TH ST,TACOMA,WA,98402,(253) 272-7012,174,PIERCE,47.233398209,-122.43840487,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460384,1,165,yes
208,HERITAGE CHRISTIAN SCHOOL,5412 67TH AVE W,UNIVERSITY PLACE,WA,98467,(253) 564-6276,188,PIERCE,47.211506574,-122.527575961,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463986,1,178,yes
209,ALL SAINTS ELEMENTARY SCHOOL,504 2ND ST SW,PUYALLUP,WA,98371,(253) 922-5360,275,PIERCE,47.187693145,-122.295337891,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460781,1,258,yes
210,CASCADE CHRISTIAN - PUYALLUP ELEMENTARY,601 9TH AVE SE,PUYALLUP,WA,98372,(253) 841-1776,255,PIERCE,47.185020995,-122.287097073,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303266,1,239,yes
211,CASCADE CHRISTIAN -JUNIOR HIGH/HIGH SCHOOL,811 21ST ST SE,PUYALLUP,WA,98372,(253) 841-1776,388,PIERCE,47.184269436,-122.26452562,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504344,2,362,yes
212,ORCAS CHRISTIAN SCHOOL,107 ENCHANTED FOREST RD,EASTSOUND,WA,98245,(360) 376-6683,88,SAN JUAN,48.698326562,-122.908083446,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303297,3,80,yes
213,SALMONBERRY SCHOOL,867 N BEACH RD,EASTSOUND,WA,98245,(360) 376-4310,40,SAN JUAN,48.701385033,-122.906690328,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303302,1,34,yes
214,ORCAS MONTESSORI SCHOOL,1147 N BEACH RD,EASTSOUND,WA,98245,(360) 376-5350,8,SAN JUAN,48.705030446,-122.906616895,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0508437,1,5,yes
215,SPRING STREET INTERNATIONAL SCHOOL,505 SPRING ST,FRIDAY HARBOR,WA,98250,(360) 378-6393,125,SAN JUAN,48.531887905,-123.020153849,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703594,3,112,yes
216,MOUNT VERNON CHRISTIAN SCHOOL,820 W BLACKBURN RD,MOUNT VERNON,WA,98273,(360) 424-9157,312,SKAGIT,48.406012039,-122.344329446,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106827,3,291,yes
217,IMMACULATE CONCEPTION REGIONAL SCHOOL,1321 E DIVISION ST,MOUNT VERNON,WA,98274,(360) 428-3912,215,SKAGIT,48.421774103,-122.32414042,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01460828,1,203,yes
218,SKAGIT ADVENTIST ACADEMY,530 N SECTION ST,BURLINGTON,WA,98233,(360) 755-9261,135,SKAGIT,48.479858179,-122.312941277,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464006,3,125,yes
219,ARLINGTON CHRISTIAN SCHOOL,2425 200TH ST NE,ARLINGTON,WA,98223,(360) 403-8351,84,SNOHOMISH,48.17814341,-122.197449695,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463385,3,72,yes
220,GRACE ACADEMY,8521 67TH AVE NE,MARYSVILLE,WA,98270,(360) 659-8517,337,SNOHOMISH,48.072754694,-122.13931578,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912683,3,317,yes
221,THE CLEARWATER SCHOOL,1510 196TH ST SE,BOTHELL,WA,98012,(425) 489-2050,46,SNOHOMISH,47.819796971,-122.211548027,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02164704,3,42,yes
222,SKY VALLEY ADVENTIST SCHOOL,200 ACADEMY WAY,MONROE,WA,98272,(360) 794-7655,26,SNOHOMISH,47.849455655,-121.986986,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464301,1,24,yes
223,CYPRESS ADVENTIST SCHOOL,21500 CYPRESS WAY STE A,LYNNWOOD,WA,98036,(425) 775-3578,34,SNOHOMISH,47.803378829,-122.258897686,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912504,1,30,yes
224,ZION LUTHERAN SCHOOL,3923 103RD AVE SE,LAKE STEVENS,WA,98258,(425) 334-5064,121,SNOHOMISH,47.960653118,-122.090475715,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01913778,1,109,yes
225,BETHLEHEM CHRISTIAN SCHOOL,7215 51ST AVE NE,MARYSVILLE,WA,98270,(360) 653-2882,17,SNOHOMISH,48.061652409,-122.161550202,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503623,1,16,yes
226,HARBOUR POINTE MONTESSORI SCHOOL,9850 HARBOUR PL,MUKILTEO,WA,98275,(425) 438-8888,21,SNOHOMISH,47.908022562,-122.295734898,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0508447,1,18,yes
227,SONSHINE PRESCHOOL & KINDERGARTEN,17922 149TH ST SE,MONROE,WA,98272,(360) 794-7953,14,SNOHOMISH,47.864276822,-121.916011956,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0702412,1,13,yes
228,FOREST PARK ADVENTIST CHRISTIAN SCHOOL,4120 FEDERAL AVE,EVERETT,WA,98203,(425) 258-6911,45,SNOHOMISH,47.962782012,-122.217939977,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106803,1,42,yes
229,NORTHSHORE CHRISTIAN ACADEMY,5700 23RD DR W,EVERETT,WA,98203,(425) 407-1119,924,SNOHOMISH,47.945647838,-122.26460336,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703575,1,870,yes
230,GREATER TRINITY ACADEMY,11229 4TH AVE W,EVERETT,WA,98204,(425) 267-9689,12,SNOHOMISH,47.895948811,-122.238098933,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0110126,1,10,yes
231,MUKILTEO ACADEMY,12978 BEVERLY PARK RD # A,MUKILTEO,WA,98275,(425) 347-3665,17,SNOHOMISH,47.880705519,-122.284571482,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503661,1,15,yes
232,MUKILTEO MONTESSORI SCHOOL,13318 BEVERLY PARK RD,MUKILTEO,WA,98275,(425) 743-4667,7,SNOHOMISH,47.877212159,-122.288615274,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0508428,1,3,yes
233,REDEMPTION EVANGELICAL LUTHERAN,20120 24TH AVE W,LYNNWOOD,WA,98036,(425) 775-2145,9,SNOHOMISH,47.815601033,-122.265993677,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106844,1,8,yes
234,MONROE MONTESSORI SCHOOL,733 VILLAGE WAY,MONROE,WA,98272,(360) 794-4622,71,SNOHOMISH,47.851897397,-121.980884185,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703568,1,51,yes
235,ARCHBISHOP MURPHY HIGH SCHOOL,12911 39TH AVE SE,EVERETT,WA,98208,(425) 379-6363,529,SNOHOMISH,47.881004301,-122.177606914,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106814,2,490,yes
236,EVERETT CHRISTIAN SCHOOL,2221 CEDAR ST,EVERETT,WA,98201,(425) 259-3213,76,SNOHOMISH,47.987512192,-122.193067215,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462188,1,70,yes
237,MONTESSORI SCHOOLS OF SNOHOMISH COUNTY,1804 PUGET DR,EVERETT,WA,98203,(425) 355-1311,36,SNOHOMISH,47.922535951,-122.208450793,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504420,1,30,yes
238,ST MARY MAGDALEN ELEMENTARY SCHOOL,8615 7TH AVE SE,EVERETT,WA,98208,(425) 353-7559,363,SNOHOMISH,47.919984574,-122.221939064,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461071,1,341,yes
239,MONROE CHRISTIAN SCHOOL,1009 W MAIN ST,MONROE,WA,98272,(360) 794-8200,114,SNOHOMISH,47.852129552,-121.984649326,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01462199,1,105,yes
240,ST CHARLES CATHOLIC SCHOOL,4515 N ALBERTA ST,SPOKANE,WA,99205,(509) 327-9575,150,SPOKANE,47.699081287,-117.449532788,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461264,1,140,yes
241,PALISADES CHRISTIAN ACADEMY,1115 N GOVERNMENT WAY,SPOKANE,WA,99224,(509) 325-1985,213,SPOKANE,47.674673286,-117.475770509,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463658,3,197,yes
242,UPPER COLUMBIA ACADEMY - HIGH SCHOOL,3025 E SPANGLE WAVERLY RD,SPANGLE,WA,99031,(509) 245-3600,249,SPOKANE,47.413331434,-117.368419182,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464083,2,232,yes
243,COUNTRYSIDE ADVENTIST ELEMENTARY,12107 W SEVEN MILE RD,SPOKANE,WA,99224,(509) 866-8982,7,SPOKANE,47.743758368,-117.581292227,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01912457,1,6,yes
244,DEEP CREEK HUTTERITE SCHOOL,3610 N WOOD RD,REARDON,WA,99029,(509) 299-5400,34,SPOKANE,47.690258946,-117.732878149,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02066933,3,30,yes
245,PIONEER SCHOOL,618 N SULLIVAN RD STE 5,SPOKANE VALLEY,WA,99037,(509) 922-7818,65,SPOKANE,47.663143968,-117.195419399,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02067234,1,59,yes
246,ST MARY CATHOLIC SCHOOL,14601 E 4TH AVE,SPOKANE VALLEY,WA,99216,(509) 924-4300,249,SPOKANE,47.654060057,-117.208643516,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461209,1,236,yes
247,ST JOHN VIANNEY SCHOOL,501 N WALNUT RD,SPOKANE VALLEY,WA,99206,(509) 926-7987,126,SPOKANE,47.661522903,-117.270708157,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461231,1,118,yes
248,ST ALOYSIUS CATHOLIC SCHOOL,611 E MISSION AVE,SPOKANE,WA,99202,(509) 489-7825,298,SPOKANE,47.671948363,-117.401196609,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461275,1,283,yes
249,GONZAGA PREPARATORY SCHOOL,1224 E EUCLID AVE,SPOKANE,WA,99207,(509) 483-8511,943,SPOKANE,47.685769611,-117.391111532,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=02164748,2,875,yes
250,SPOKANE FALLS MONTESSORI SCHOOL,1909 N WRIGHT DR,SPOKANE,WA,99224,(509) 328-6466,6,SPOKANE,47.673007723,-117.474680006,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0308191,1,5,yes
251,MONTESSORI CENTRAL ASSOCIATION,5720 S PERRY,SPOKANE,WA,99223,(509) 448-9856,15,SPOKANE,47.602207525,-117.39008942,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504401,1,10,yes
252,SOUTHSIDE CHRISTIAN SCHOOL,401 E 30TH AVE,SPOKANE,WA,99203,(509) 838-8139,106,SPOKANE,47.627561307,-117.403844235,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0303306,1,97,yes
253,ST GEORGE'S SCHOOL,2929 W WAIKIKI RD,SPOKANE,WA,99208,(509) 464-8830,401,SPOKANE,47.767994846,-117.472547865,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9301026,3,361,yes
254,VALLEY MONTESSORI SCHOOL,14711 E BROADWAY AVE,SPOKANE VALLEY,WA,99216,(509) 924-6629,6,SPOKANE,47.664391388,-117.207228148,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504461,1,5,yes
255,WOODLAND MONTESSORI,402 S COLEMAN RD,SPOKANE VALLEY,WA,99212,(509) 924-1324,17,SPOKANE,47.653619878,-117.310480529,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504473,1,14,yes
256,THE OAKS ACADEMY,2303 S BOWDISH RD,SPOKANE VALLEY,WA,99206,(509) 536-5955,337,SPOKANE,47.636241635,-117.248696565,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9703599,3,327,yes
257,BEAUTIFUL SAVIOR EARLY LEARNING CENTER,4320 S CONKLIN ST,SPOKANE,WA,99203,(509) 747-6806,7,SPOKANE,47.614194429,-117.396589135,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=K9306342,1,6,yes
258,UPPER COLUMBIA ACADEMY ELEMENTARY SCHOOL,3025 E SPANGLE WAVERLY RD,SPANGLE,WA,99031,(509) 245-3629,29,SPOKANE,47.413327966,-117.368405818,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463851,1,27,yes
259,SPOKANE VALLEY ADVENTIST SCHOOL,1603 S SULLIVAN RD,SPOKANE VALLEY,WA,99037,(509) 926-0955,43,SPOKANE,47.639206168,-117.195860505,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01464039,1,39,yes
260,ASSUMPTION PARISH SCHOOL,3618 W INDIAN TRL RD,SPOKANE,WA,99208,(509) 328-1115,193,SPOKANE,47.7224652,-117.46404134,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01461322,1,183,yes
261,NORTHWEST CHRISTIAN SCHOOLS,5104 E BERNHILL RD,COLBERT,WA,99005,(509) 238-4005,605,SPOKANE,47.712169851,-117.432823833,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A0503662,3,553,yes
262,ST MATTHEW LUTHERAN SCHOOL,6917 N COUNTRY HOMES BLVD,SPOKANE,WA,99208,(509) 327-5601,44,SPOKANE,47.721028219,-117.433451092,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=01463396,1,40,yes
263,SPOKANE MONTESSORI SCHOOL NORTH,9009 N WALL ST,SPOKANE,WA,99218,(509) 466-6959,11,SPOKANE,47.739306653,-117.422338063,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9504449,1,9,yes
264,NORTH WALL SCHOOLS,9408 N WALL ST,SPOKANE,WA,99218,(509) 466-2695,35,SPOKANE,47.744220517,-117.418224427,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106835,1,32,yes
265,ST MICHAEL'S ACADEMY,8500 N SAINT MICHAELS RD,SPOKANE,WA,99217,(509) 467-0986,150,SPOKANE,47.732061142,-117.342080326,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Private&ID=A9106857,3,136,yes
